task:0 doing I/O,1705928525841939198,1705928525854255812,12.31600
task:0 waiting I/O,1705928525853792379,1705928525853795021,0.00200
task:1 doing I/O,1705928525842162198,1705928525854688560,12.52600
task:1 waiting I/O,1705928525854256463,1705928525854256738,0.00000
task:10 doing I/O,1705928525844986968,1705928525859124879,14.13700
task:10 waiting I/O,1705928525858631724,1705928525858632460,0.00000
task:11 doing I/O,1705928525845388174,1705928525859686248,14.29800
task:11 waiting I/O,1705928525859125425,1705928525859125801,0.00000
task:12 doing I/O,1705928525845779416,1705928525860357267,14.57700
task:12 waiting I/O,1705928525859686732,1705928525859687202,0.00000
task:13 doing I/O,1705928525846186879,1705928525861071756,14.88400
task:13 waiting I/O,1705928525860357999,1705928525860358417,0.00000
task:14 doing I/O,1705928525846576875,1705928525861584234,15.00700
task:14 waiting I/O,1705928525861072179,1705928525861072597,0.00000
task:15 doing I/O,1705928525846966582,1705928525862076509,15.10900
task:15 waiting I/O,1705928525861584734,1705928525861585278,0.00000
task:16 doing I/O,1705928525847358478,1705928525862625370,15.26600
task:16 waiting I/O,1705928525862076950,1705928525862077264,0.00000
task:17 doing I/O,1705928525847783081,1705928525863131207,15.34800
task:17 waiting I/O,1705928525862625811,1705928525862626304,0.00000
task:18 doing I/O,1705928525848251673,1705928525863607602,15.35500
task:18 waiting I/O,1705928525863131582,1705928525863135629,0.00400
task:19 doing I/O,1705928525848690169,1705928525864094615,15.40400
task:19 waiting I/O,1705928525863607922,1705928525863608272,0.00000
task:2 doing I/O,1705928525842369685,1705928525855101034,12.73100
task:2 waiting I/O,1705928525854689027,1705928525854689600,0.00000
task:20 doing I/O,1705928525849077839,1705928525864584103,15.50600
task:20 waiting I/O,1705928525864094921,1705928525864095217,0.00000
task:21 doing I/O,1705928525849472811,1705928525865065347,15.59200
task:21 waiting I/O,1705928525864584677,1705928525864585003,0.00000
task:22 doing I/O,1705928525849870427,1705928525865549590,15.67900
task:22 waiting I/O,1705928525865065830,1705928525865066301,0.00000
task:23 doing I/O,1705928525850259713,1705928525866034260,15.77400
task:23 waiting I/O,1705928525865549961,1705928525865550390,0.00000
task:24 doing I/O,1705928525850639392,1705928525866520612,15.88100
task:24 waiting I/O,1705928525866034588,1705928525866035035,0.00000
task:25 doing I/O,1705928525851043693,1705928525867010053,15.96600
task:25 waiting I/O,1705928525866521008,1705928525866521380,0.00000
task:26 doing I/O,1705928525851429890,1705928525867516748,16.08600
task:26 waiting I/O,1705928525867010430,1705928525867011027,0.00000
task:27 doing I/O,1705928525851838053,1705928525868016219,16.17800
task:27 waiting I/O,1705928525867517085,1705928525867517404,0.00000
task:28 doing I/O,1705928525852237414,1705928525868487930,16.25000
task:28 waiting I/O,1705928525868016530,1705928525868016859,0.00000
task:29 doing I/O,1705928525852625362,1705928525868958325,16.33200
task:29 waiting I/O,1705928525868488902,1705928525868489267,0.00000
task:3 doing I/O,1705928525842586070,1705928525855537446,12.95100
task:3 waiting I/O,1705928525855101523,1705928525855101761,0.00000
task:30 doing I/O,1705928525853016428,1705928525869443659,16.42700
task:30 waiting I/O,1705928525868958837,1705928525868959317,0.00000
task:31 doing I/O,1705928525853404739,1705928525869941047,16.53600
task:31 waiting I/O,1705928525869444002,1705928525869444355,0.00000
task:4 doing I/O,1705928525842824741,1705928525856010941,13.18600
task:4 waiting I/O,1705928525855537890,1705928525855538119,0.00000
task:5 doing I/O,1705928525843086732,1705928525856508364,13.42100
task:5 waiting I/O,1705928525856011586,1705928525856011815,0.00000
task:6 doing I/O,1705928525843398399,1705928525857011226,13.61200
task:6 waiting I/O,1705928525856508776,1705928525856509022,0.00000
task:7 doing I/O,1705928525843746376,1705928525857534945,13.78800
task:7 waiting I/O,1705928525857011658,1705928525857012054,0.00000
task:8 doing I/O,1705928525844208223,1705928525858079994,13.87100
task:8 waiting I/O,1705928525857535313,1705928525857535553,0.00000
task:9 doing I/O,1705928525844595865,1705928525858630908,14.03500
task:9 waiting I/O,1705928525858080438,1705928525858080673,0.00000
